code,icao,name,latitude,longitude,elevation,url,time_zone,city_code,country,city,state,county,type
LTX,SELT,Cotapaxi International Airport,-0.901111,-78.6025,9222,,America/Guayaquil,LTX,EC,Latacunga,Cotopaxi,,AP
LUA,VNLK,Lukla,27.686601250000002,86.72916496713384,9225,,Asia/Kathmandu,LUA,NP,,,,AP
LUB,SYLP,Lumid Pau,2.3936457,-59.4332352,508,,America/Guyana,LUB,GY,,,,AP
LUC,NFNH,Laucala Island,-16.75,179.41667,1079,,Pacific/Fiji,LUC,FJ,,,,AP
LUD,FYLZ,Luderitz Airport,-26.682012,15.24772170425748,380,,Africa/Windhoek,LUD,NA,Luderitz,Karas,,AP
LUE,LZLU,Lucenec,48.333332,19.666668,616,,Europe/Bratislava,LUE,SK,Lucenec,Banskobystricky,,AP
LUF,KLUF,Luke AFB,33.61667,-111.916664,1446,http://www.luke.af.mil/,America/Phoenix,PHX,US,,,,AP
LUG,LSZA,Lugano Airport,46.016666,8.966667,997,,Europe/Zurich,LUG,CH,Viganello,Ticino,Lugano District,AP
LUH,VILD,Ludhiana Sahnewal Airport,30.9,75.85,849,,Asia/Kolkata,LUH,IN,Ludhiana,Punjab,Ludhiana,AP
LUI,MHCR,La Union,13.333333,-87.85,85,,America/Tegucigalpa,LUI,HN,La Union,La Union,,AP
LUK,KLUK,Cincinnati Municipal Lunken Airport,39.033333,-84.666664,816,,America/New_York,CVG,US,Oakbrook,Kentucky,Boone County,AP
LUL,KLUL,Hesler-Noble Field,31.67150365,-89.17064951513436,232,,America/Chicago,LUL,US,Laurel,Mississippi,Jones County,AP
LUM,ZPMS,Dehong Mangshi Airport,24.399627,98.52863867335108,2870,,Asia/Shanghai,LUM,CN,,,,AP
LUN,FLKK,Kenneth Kaunda International Airport,-15.3301972,28.453200826570317,3750,http://www.nacl.co.zm/?page_id=336,Africa/Lusaka,LUN,ZM,Lusaka,Lusaka,,AP
LUO,FNUE,Luena,-11.5,20.166668,4087,,Africa/Luanda,LUO,AO,Leua,Moxico,,AP
LUP,PHLU,Kalaupapa,21.21115355,-156.9741246297112,42,,Pacific/Honolulu,LUP,US,,,,AP
LUQ,SAOU,San Luis Airport,-33.274445,-66.35861,2280,,America/Argentina/San_Luis,LUQ,AR,San Luis,San Luis,,AP
LUR,PALU,Cape Lisburne,68.875,-166.11,16,,America/Nome,LUR,US,,,,AP
LUS,FZCE,Lusanga,-4.8047487,18.720414135604273,1437,,Africa/Kinshasa,LUS,CD,Kikwit,Bandundu,,AP
LUT,YLRS,Laura Station,-15.433333,144.81667,583,,Australia/Brisbane,LUT,AU,,,,AP
LUU,YLRA,Laura,-15.666667,144.16667,764,,Australia/Brisbane,LUU,AU,,,,AP
LUV,WAPF,Langgur Airport,-5.666667,132.71666,78,,Asia/Jayapura,LUV,ID,,,,AP
LUW,WAMW,Bubung Airport,-0.933333,122.78333,1397,,Asia/Makassar,LUW,ID,Luwuk,Central Sulawesi,,AP
LUX,ELLX,Luxembourg Airport,49.62637155,6.209403407206421,1200,http://www.lux-airport.lu/en/,Europe/Luxembourg,LUX,LU,Sandweiler,Luxembourg,Canton de Luxembourg,AP
LUZ,EPLB,Lublin Airport,51.2382497,22.706753771844266,629,,Europe/Warsaw,LUZ,PL,,,,AP
LVA,LFOV,Entrammes,48.0321305,-0.7432444592045966,305,,Europe/Paris,LVA,FR,Laval,Pays de la Loire,Departement de la Mayenne,AP
LVB,,Dos Galpoes,-30.833332,-55.61667,997,,America/Sao_Paulo,LVB,BR,Rivera,Rivera,,AP
LVD,2AK,Lime Village,61.3583333,-155.4402778,524,,America/Anchorage,LVD,US,,,,AP
LVI,FLHN,Livingstone Airport,-17.81843635,25.79571488398148,3248,,Africa/Lusaka,LVI,ZM,Livingstone,Southern,,AP
LVK,KLVK,Livermore,37.6934357,-121.81872436237782,380,http://www.cityoflivermore.net/citygov/pw/public_works_divisions/airport/default.asp,America/Los_Angeles,LVK,US,Livermore,California,Alameda County,AP
LVL,KLVL,Lawrenceville,36.75,-77.833336,229,,America/New_York,LVL,US,Lawrenceville,Virginia,Brunswick County,AP
LVM,KLVM,Mission Field,45.666668,-110.566666,4658,http://www.parkcounty.org/site/Air_M_1.html#mf,America/Denver,LVM,US,Livingston,Montana,Park County,AP
LVO,YLTN,Laverton,-28.633333,122.36667,1479,,Australia/Perth,LVO,AU,,,,AP
LVP,OIBV,Lavan,26.810223399999998,53.35430898029914,75,,Asia/Tehran,LVP,IR,Gavbandi,Hormozgan,,AP
LVR,SILC,Mun. Do Bom Futuro,-13.037861,-55.95025,1312,,America/Cuiaba,LVR,BR,,,,AP
LVS,KLVS,Las Vegas,35.6,-105.21667,6476,http://www.lasvegasnm.gov/business/municipal_airport/index.php,America/Denver,LVS,US,Las Vegas,New Mexico,San Miguel County,AP
LWA,,Lwbak,17.35,121.183334,2309,,Asia/Manila,LWA,PH,Lubuagan,Cordillera,Kalinga,AP
LWB,KLWB,Greenbrier Valley Airport,37.858788,-80.4000448,2312,,America/New_York,LWB,US,Lewisburg,West Virginia,Greenbrier County,AP
LWC,KLWC,Lawrence,39.009167,-95.2175,846,http://www.lawrenceks.org/airport,America/Chicago,LWC,US,Lawrence,Kansas,Douglas County,AP
LWE,WATW,Lewoleba,-8.5,123.36667,1358,,Asia/Makassar,LWE,ID,Boto,East Nusa Tenggara,,AP
LWH,YLAH,Lawn Hill,-18.583332,138.58333,383,,Australia/Brisbane,LWH,AU,,,,AP
LWI,AYLO,Lowai,-6.316667,146.58333,3362,,Pacific/Port_Moresby,LWI,PG,,,,AP
LWK,EGET,Lerwick/Tingwall,60.15,-1.15,0,,Europe/London,SDZ,GB,,,,AP
LWL,KLWL,Harriet Field,41.11667,-114.96667,5603,http://www.cityofwellsnv.com/airport.shtml,America/Los_Angeles,LWL,US,Wells,Nevada,Elko County,AP
LWM,KLWM,Lawrence,42.7175,-71.1225,114,http://www.lawrencemunicipalairport.com/,America/New_York,LWM,US,North Andover,Massachusetts,Essex County,AP
LWN,UDSG,Leninakan Airport,40.716667,43.833332,4881,http://www.aviation.am/eng/gorc/aeroport.htm,Asia/Yerevan,LWN,AM,Azatan,Shirak,,AP
LWO,UKLL,Lviv International Airport,49.816418,23.955318,1043,http://www.airport.lviv.ua/index.php?id=home&L=1,Europe/Kiev,LWO,UA,Rudne,Lviv,,AP
LWR,EHLW,Leeuwarden,53.25,5.8,36,http://www.defensie.nl/luchtmacht/luchtmachtbases/leeuwarden/,Europe/Amsterdam,LWR,NL,Britsum,Friesland,Gemeente Leeuwarderadeel,AP
LWS,KLWS,Lewiston-Nez Perce County Regional Airport,46.37472,-117.01444,1443,,America/Los_Angeles,LWS,US,Lewiston Orchards,Idaho,Nez Perce County,AP
LWT,KLWT,Municipal,47.05111,-109.47111,4127,,America/Denver,LWT,US,Lewistown,Montana,Fergus County,AP
LWV,KLWV,Municipal,38.733334,-87.683334,433,http://www.midamericanaircenter.com/,America/Chicago,LWV,US,Lawrenceville,Illinois,Lawrence County,AP
LWY,WBGW,Lawas Airport,4.916667,115.416664,36,,Asia/Kuching,LWY,MY,Victoria,Labuan,,AP
LXA,ZULS,Lhasa Gonggar Airport,29.29416095,90.8967647384088,11748,,Asia/Shanghai,LXA,CN,Konggar,Tibet Autonomous Region,,AP
LXG,VLLN,Luang Namtha Airport,21.05,101.46667,2890,,Asia/Vientiane,LXG,LA,Louang Namtha,Loungnamtha,,AP
LXN,KLXN,Lexington,40.783333,-99.75,2345,http://www.cityoflex.com/index.aspx?page=46,America/Chicago,LXN,US,Lexington,Nebraska,Dawson County,AP
LXR,HELX,Luxor International Airport,25.6705395,32.70656738421505,82,,Africa/Cairo,LXR,EG,Luxor,Luxor,,AP
LXS,LGLM,Limnos Airport,39.91859355,25.236124249264446,29,,Europe/Athens,LXS,GR,Myrina,North Aegean,Nomos Lesvou,AP
LXU,FLLK,Lukulu,-14.416667,23.2,3353,,Africa/Lusaka,LXU,ZM,Lukulu,Western,,AP
LXV,KLXV,Leadville,39.22008835,-106.31598867784493,9911,http://www.lxvairport.com/home.html,America/Denver,LXV,US,Leadville,Colorado,Lake County,AP
LYA,ZHLY,Luoyang Beijiao Airport,34.74071765,112.38655833509651,833,,Asia/Shanghai,LYA,CN,,,,AP
LYB,MWCL,Little Cayman Airport,19.6592,-80.08472,19,,America/Cayman,LYB,KY,East End,,,AP
LYC,ESNL,Lycksele Airport,64.5475,18.7177778,646,,Europe/Stockholm,LYC,SE,Lycksele,Vaesterbotten,Lycksele Kommun,AP
LYE,EGDL,Lyneham RAF Station,51.516666,-1.966667,406,http://www.raf.mod.uk/raflyneham/,Europe/London,LYE,GB,Lyneham,England,Wiltshire,AP
LYG,ZSLG,Lianyungang Airport,34.57096,118.87475668663635,52,,Asia/Shanghai,LYG,CN,Niushan,Jiangsu Sheng,,AP
LYH,KLYH,Preston-Glenn Field,37.326942,-79.20111,935,,America/New_York,LYH,US,Timberlake,Virginia,Campbell County,AP
LYI,ZSLY,Linyi Airport,35.05260055,118.41027073428957,187,,Asia/Shanghai,LYI,CN,Linyi,Shandong Sheng,,AP
LYK,WADU,Lunyuk,-9.0,117.26667,429,,Asia/Makassar,LYK,ID,Lunyuk Ode,West Nusa Tenggara,,AP
LYN,LFLY,Bron,45.72819335,4.9427041133278555,666,,Europe/Paris,LYS,FR,Bron,Rhone-Alpes,Departement du Rhone,AP
LYO,KLYO,Lyons-Rice County Municipal,38.3383159,-98.22879662477784,1706,http://www.lyonsks.org/index.aspx?nid=915,America/Chicago,LYO,US,Lyons,Kansas,Rice County,AP
LYP,OPFA,Faisalabad Airport,31.36552865,72.99318848355324,587,,Asia/Karachi,LYP,PK,Faisalabad,Punjab,,AP
LYR,ENSB,Svalbard Airport,78.208885,15.8,0,https://avinor.no/en/airport/svalbard-airport/,Arctic/Longyearbyen,LYR,SJ,Longyearbyen,Svalbard,Spitsbergen,AP
LYS,LFLL,Lyon Saint-Exupery International Airport,45.7245365,5.086500755554235,790,https://www.lyonaeroports.com/,Europe/Paris,LYS,FR,Pusignan,Rhone-Alpes,Departement du Rhone,AP
LYT,,Lady Elliot Island,-24.11166665,152.71557509408325,55,,Australia/Brisbane,LYT,AU,Bundaberg,Queensland,Bundaberg,AP
LYU,KELO,Ely,47.82389,-91.82917,1443,http://www.ely.mn.us/index.asp?Type=B_BASIC&SEC=%7B936B252D-C48B-42BD-B996-37F320A6CFF7%7D,America/Chicago,LYU,US,Ely,Minnesota,Saint Louis County,AP
LYX,EGMD,London Ashford International (Ferryfield),50.95,0.933333,49,http://www.lydd-airport.co.uk/,Europe/London,LYX,GB,Lydd,England,Kent,AP
LZA,FZUG,Luiza,-7.666667,22.5,2900,,Africa/Lubumbashi,LZA,CD,Mwene-Ditu,Kasai-Oriental,,AP
LZC,MMLC,Lazaro Cardenas Airport,18.00309765,-102.21966265294796,62,,America/Mexico_City,LZC,MX,La Orilla,Michoacan,Lazaro Cardenas,AP
LZG,,Langzhong Airport,31.50366,106.03535,1450,,Asia/Shanghai,LZG,CN,Shilong,Sichuan,,AP
LZH,ZGZH,Liuzhou Airport,24.20767915,109.3985578866662,318,,Asia/Shanghai,LZH,CN,Labu,Guangxi Zhuangzu Zizhiqu,,AP
LZI,FZAL,Luozi,-4.9,14.0,695,,Africa/Kinshasa,LZI,CD,,,,AP
LZM,FNLZ,Luzamba,-9.05,18.083332,2893,,Africa/Luanda,LZM,AO,,,,AP
LZN,RCFG,Matsu Nangan Airport,26.160281349999998,119.95859825495418,354,http://www.tsa.gov.tw/tsaLZN/zh/home.aspx,Asia/Taipei,LZN,TW,,,,AP
LZO,ZULZ,Luzhou Lantian Airport,28.850612249999998,105.38745431218496,816,,Asia/Shanghai,LZO,CN,Luzhou,Sichuan,,AP
LZR,YLZI,Lizard Island,-14.6697872,145.4518133,101,,Australia/Brisbane,LZR,AU,,,,AP
LZU,KLZU,Gwinnett County Airport,34.08075,-84.07378,1043,http://www.lzuairport.com/,America/New_York,LZU,US,Suwanee,Georgia,Gwinnett County,AP
LZY,ZUNZ,Nyingchi Mainling Airport,29.302162799999998,94.3321948904703,9685,,Asia/Shanghai,LZY,CN,Mainling,Tibet Autonomous Region,,AP
MAA,VOMM,Chennai Airport,12.99299645,80.18440293433221,39,,Asia/Kolkata,MAA,IN,Pallavaram,Tamil Nadu,Kancheepuram,AP
MAB,SBMA,Maraba Airport,-5.366667,-49.166668,334,,America/Belem,MAB,BR,,,,AP
MAC,KMAC,Smart,32.833332,-83.63333,357,,America/New_York,MCN,US,,,,AP
MAD,LEMD,Adolfo Suarez Madrid-Barajas Airport,40.4948384,-3.5740806206811313,1955,http://www.aena.es/en/passengers/passengers.html,Europe/Madrid,MAD,ES,Barajas de Madrid,Madrid,Provincia de Madrid,AP
MAE,KMAE,Madera,36.95,-120.066666,246,,America/Los_Angeles,MAE,US,Madera,California,Madera County,AP
MAF,KMAF,Midland International Airport,31.946026099999997,-102.21061868215736,2834,,America/Chicago,MAF,US,,,,AP
MAG,AYMD,Madang Airport,-5.20855725,145.7882759984853,22,,Pacific/Port_Moresby,MAG,PG,,,,AP
MAH,LEMH,Menorca Airport,39.86298645,4.220607231805899,291,,Europe/Madrid,MAH,ES,Sant Lluis,Balearic Islands,Illes Balears,AP
MAI,FWMG,Mangochi,-14.5,35.25,1571,,Africa/Blantyre,MAI,MW,Mangochi,Southern Region,Mangochi District,AP
MAJ,PKMJ,Amata Kabua International Airport,7.0649864,171.27149916297407,32,,Pacific/Majuro,MAJ,MH,Majuro,Majuro Atoll,,AP
MAK,HSSM,Malakal,9.555556,31.644444,1259,,Africa/Juba,MAK,SS,Malakal,Upper Nile,,AP
MAL,WAPE,Mangole,-1.833333,125.916664,564,,Asia/Jayapura,MAL,ID,,,,AP
MAM,MMMA,Matamoros Airport,25.76121775,-97.52118771072375,55,,America/Matamoros,MAM,MX,Heroica Matamoros,Tamaulipas,Matamoros,AP
MAN,EGCC,Manchester Airport,53.362907,-2.273354,249,http://www.manchesterairport.co.uk/,Europe/London,MAN,GB,Ringway,England,Manchester,AP
MAO,SBEG,Eduardo Gomes International Airport,-3.03553825,-60.04575303314657,259,https://www4.infraero.gov.br/aeroportos/aeroporto-internacional-de-manaus-eduardo-gomes/,America/Manaus,MAO,BR,,,,AP
MAP,,Mamai,-10.333333,149.5,351,,Pacific/Port_Moresby,MAP,PG,,,,AP
MAQ,VTPM,Mae Sot Airport,16.666668,98.583336,721,,Asia/Bangkok,MAQ,TH,Mae Sot,Tak,,AP
MAR,SVMC,La Chinita Airport,10.557807100000002,-71.7254962784662,187,,America/Caracas,MAR,VE,San Francisco,Zulia,Municipio San Francisco,AP
MAS,AYMO,Momote Airport,-2.0629359000000003,147.42442232289721,68,,Pacific/Port_Moresby,MAS,PG,Lorengau,Manus,,AP
MAT,FZAM,Matadi,-5.798333,13.441667,1118,,Africa/Kinshasa,MAT,CD,Matadi,Bas-Congo,,AP
MAU,NTTP,Maupiti,-16.4268907,-152.241621,19,,Pacific/Tahiti,MAU,PF,Vaitape,Iles Sous-le-Vent,,AP
MAV,,Maloelap Island,8.75,171.1,0,,Pacific/Majuro,MAV,MH,Taroa,Maloelap Atoll,,AP
MAW,KMAW,Malden,36.6056127,-89.9889806,288,http://www.maldenmo.com/airport_intro.html,America/Chicago,MAW,US,Malden,Missouri,Dunklin County,AP
MAX,GOSM,Matam,15.59567135,-13.32460119277452,52,,Africa/Dakar,MAX,SN,Ouro Sogui,Matam,,AP
MAY,MYAB,Mangrove Cay,24.28800325,-77.68183595696914,13,,America/Nassau,MAY,BS,,,,AP
MAZ,TJMZ,Eugenio M. De Hostos Airport,18.257778,-67.14889,42,,America/Puerto_Rico,MAZ,PR,Anasco,Anasco,,AP
MBA,HKMO,Moi International Airport,-4.0265226,39.600720714576624,154,http://www.kenyaairports.co.ke/kaa/airports/moi/,Africa/Nairobi,MBA,KE,Mombasa,Mombasa,,AP
MBB,YMBL,Marble Bar,-21.25,119.583336,797,,Australia/Perth,MBB,AU,,,,AP
MBC,FOGG,Mbigou,-2.0,12.0,2224,,Africa/Libreville,MBC,GA,Mbigou,Ngounie,,AP
MBD,FAMM,Mmabatho International Airport,-25.816668,25.5,4143,,Africa/Johannesburg,MBD,ZA,Mmabatho,North-West,Ngaka Modiri Molema District Municipality,AP
MBE,RJEB,Monbetsu Airport,44.30254515,143.40591414398716,29,,Asia/Tokyo,MBE,JP,Mombetsu,Hokkaido,,AP
MBF,,Mount Buffalo,-36.75,146.75,4143,,Australia/Melbourne,MBF,AU,,,,AP
MBG,KMBG,Mobridge,45.546469200000004,-100.4039521679061,1689,,America/Chicago,MBG,US,Mobridge,South Dakota,Walworth County,AP
MBH,YMYB,Maryborough,-25.514776050000002,152.7150367125655,72,,Australia/Brisbane,MBH,AU,Maryborough,Queensland,Fraser Coast,AP
MBI,HTGW,Mbeya Airport,-8.918906750000001,33.462739482986976,5583,,Africa/Dar_es_Salaam,MBI,TZ,Mbeya,Mbeya,,AP
MBJ,MKJS,Sangster International Airport,18.502925949999998,-77.91388740287721,22,,America/Jamaica,MBJ,JM,Montego Bay,Saint James,,AP
MBK,SWXM,Matupa,-10.0575,-54.932777,994,,America/Cuiaba,MBK,BR,Alta Floresta,Mato Grosso,Alta Floresta,AP
MBL,KMBL,Blacker Airport,44.2717152,-86.24061217690472,600,,America/Detroit,MBL,US,Manistee,Michigan,Manistee County,AP
MBM,,Mkambati,-31.2851115,29.9882501,282,,Africa/Johannesburg,MBM,ZA,Bizana,Eastern Cape,Alfred Nzo District Municipality,AP
MBN,,Mt Barnett,-15.0,125.0,0,,Australia/Perth,MBN,AU,,,,AP
MBO,RPUM,Mamburao,13.2085198,120.60534709448388,29,,Asia/Manila,MBO,PH,Mamburao,Mimaropa,Province of Mindoro Occidental,AP
MBP,SPBB,Moyobamba,-6.2,-77.166664,3540,,America/Lima,MBP,PE,Yorongos,San Martin,Provincia de Rioja,AP
MBQ,HUMA,Mbarara,-0.616667,30.65,4609,,Africa/Kampala,MBQ,UG,Mbarara,Western Region,Mbarara District,AP
MBR,,Mbout,16.033333,-12.583333,104,,Africa/Nouakchott,MBR,MR,,,,AP
MBS,KMBS,MBS International Airport,43.535796149999996,-84.08284956680652,652,http://www.mbsairport.org/,America/Detroit,MBS,US,Freeland,Michigan,Saginaw County,AP
MBT,RPVJ,Masbate Airport,12.366667,123.066666,0,,Asia/Manila,MBT,PH,Tumalaytay,Bicol,Province of Masbate,AP
MBU,AGGI,Mbambanakira,-9.733333,160.75,85,,Pacific/Guadalcanal,MBU,SB,,,,AP
MBV,AYSX,Masa,-6.3452645,147.5910079872877,5879,,Pacific/Port_Moresby,MBV,PG,,,,AP
MBW,YMMB,Moorabbin,-37.97844885,145.09835076618435,36,http://www.moorabbinairport.com.au/,Australia/Melbourne,MEL,AU,Heatherton,Victoria,,AP
MBX,LJMB,Maribor International Airport,46.55,15.65,882,,Europe/Ljubljana,MBX,SI,Maribor,Maribor,,AP
MBY,KMBY,Moberly,39.463150150000004,-92.4296597346036,843,http://www.moberlymo.org/Government/airport.html,America/Chicago,MBY,US,Moberly,Missouri,Randolph County,AP
MBZ,SWMW,Maues,-3.3699246499999997,-57.724955102848156,59,,America/Manaus,MBZ,BR,Maues,Amazonas,Maues,AP
MCA,GUMA,Macenta,8.55,-9.466667,1768,,Africa/Conakry,MCA,GN,Macenta,Nzerekore,Macenta,AP
MCB,KMCB,Pike County,31.175556,-90.469444,367,,America/Chicago,MCB,US,Magnolia,Mississippi,Pike County,AP
MCC,KMCC,Mcclellan AFB,38.6646655,-121.40950556672901,62,,America/Los_Angeles,SAC,US,North Highlands,California,Sacramento County,AP
MCD,KMCD,Mackinac Island,45.8647948,-84.63660473216783,725,,America/Detroit,MCD,US,Saint Ignace,Michigan,Mackinac County,AP
MCE,KMCE,Merced Municipal Airport,37.28472,-120.51278,137,,America/Los_Angeles,MCE,US,,,,AP
MCF,KMCF,Mac Dill AFB,27.95,-82.45,32,http://www.macdill.af.mil/,America/New_York,TPA,US,,,,AP
MCG,PAMC,McGrath Airport,62.9523309,-155.6035548,223,,America/Anchorage,MCG,US,,,,AP
MCH,SEMH,Machala,-3.266667,-79.98333,26,,America/Guayaquil,MCH,EC,Puerto Bolivar,El Oro,,AP
MCI,KMCI,Kansas City International Airport,39.3023103,-94.72118991743454,977,http://www.flykci.com/,America/Chicago,MKC,US,Weatherby Lake,Missouri,Platte County,AP
MCJ,SKLM,Maicao,11.3890982,-72.2424609,127,,America/Bogota,MCJ,CO,Maicao,La Guajira,,AP
MCK,KMCK,Mc Cook Airport,40.26389,-100.66805,2657,,America/Chicago,MCK,US,McCook,Nebraska,Red Willow County,AP
MCL,PAIN,Mt Mckinley,63.875973,-149.0064,1437,,America/Anchorage,MCL,US,,,,AP
MCM,,Fontvieille Heliport,43.733334,7.416667,229,,Europe/Monaco,MCM,MC,Monaco,Commune de Monaco,,AP
MCN,KMCN,Lewis B Wilson,32.70199,-83.64865,377,,America/New_York,MCN,US,,,,AP
MCO,KMCO,Orlando International Airport,28.412903550000003,-81.30944309752753,82,http://www.orlandoairports.net/,America/New_York,ORL,US,Taft,Florida,Orange County,AP
MCP,SBMQ,Macapa International Airport,0.0505785,-51.07059996039651,42,,America/Belem,MCP,BR,Macapa,Amapa,Macapa,AP
MCQ,LHMC,Miskolc,48.1377737,20.789699376565146,406,http://www.lhmc.hu/,Europe/Budapest,MCQ,HU,Arnot,Borsod-Abauj-Zemplen,,AP
MCR,,Melchor De Menco,17.0,-92.00833,4455,,America/Guatemala,MCR,GT,Chiquinival,Chiapas,Chilon,AP
MCS,SARM,Monte Caseros,-30.26812535,-57.640830221297385,55,,America/Argentina/Cordoba,MCS,AR,Monte Caseros,Corrientes,Departamento de Monte Caseros,AP
MCT,OOMS,Muscat International Airport,23.599458,58.29212963328453,49,,Asia/Muscat,MCT,OM,Bawshar,Muhafazat Masqat,,AP
MCU,LFBK,Gueret (Lepaud),46.35,2.6,652,,Europe/Paris,MCU,FR,Montlucon,Auvergne,Departement de l'Allier,AP
MCV,YMHU,Mcarthur River Airport,-16.466667,136.095,75,,Australia/Darwin,MCV,AU,,,,AP
MCW,KMCW,Mason City Airport,43.156944,-93.329445,1197,,America/Chicago,MCW,US,Clear Lake,Iowa,Cerro Gordo County,AP
MCX,URML,Makhachkala Airport,42.816631900000004,47.65567236459954,3,,Europe/Moscow,MCX,RU,Kaspiysk,Dagestan,,AP
MCY,YBSU,Sunshine Coast Airport,-26.59467215,153.0834615909481,45,http://www.sunshinecoastairport.com.au/,Australia/Brisbane,MCY,AU,Coolum Beach,Queensland,Sunshine Coast,AP
MCZ,SBMO,Maceio-Zumbi dos Palmares International Airport,-9.512521,-35.800446,321,,America/Maceio,MCZ,BR,Satuba,Alagoas,Satuba,AP
MDA,KMDA,Martindale Army Heliport,29.4312992,-98.3778,672,,America/Chicago,SAT,US,San Antonio,Texas,,AP
MDB,,Melinda,16.998611,-88.32056,104,,America/Belize,MDB,BZ,Dangriga,Stann Creek,Dangriga,AP
MDC,WAMM,Sam Ratulangi International Airport,1.5504688500000001,124.92516459750878,282,,Asia/Makassar,MDC,ID,Tatelu,North Sulawesi,,AP
MDD,KMDD,Airpark,32.0,-102.05,2759,,America/Chicago,MAF,US,Midland,Texas,Midland County,AP
MDE,SKRG,Jose Maria Cordova International Airport,6.16640765,-75.42394572094523,6965,,America/Bogota,MDE,CO,Rionegro,Antioquia,,AP
MDF,KMDZ,Medford,45.15,-90.333336,1482,http://www.co.taylor.wi.us/departments/a-e/airport/,America/Chicago,MDF,US,Medford,Wisconsin,Taylor County,AP
MDG,ZYMD,Mudanjiang Airport,44.5245786,129.56714084864257,853,,Asia/Shanghai,MDG,CN,Xinglong,Heilongjiang Sheng,,AP
MDH,KMDH,Southern Illinois,37.7782221,-89.2503003,400,,America/Chicago,MDH,US,De Soto,Illinois,Jackson County,AP
MDI,DNMK,Makurdi,7.75,8.533333,209,http://www.faannigeria.org/nigeria-airport.php?airport=23,Africa/Lagos,MDI,NG,Makurdi,Benue,,AP
MDJ,KS33,City-county,44.812305,-121.281,2007,,America/Los_Angeles,MDJ,US,Warm Springs,Oregon,Jefferson County,AP
MDK,FZEA,Mbandaka,0.02011615,18.290409440342884,1010,,Africa/Kinshasa,MDK,CD,Mbandaka,Equateur,,AP
MDL,VYMD,Mandalay International Airport,21.940052,96.0875,223,,Asia/Rangoon,MDL,MM,,,,AP
MDM,AYDK,Munduku,-4.61958995,143.44975493461084,78,,Pacific/Port_Moresby,MDM,PG,,,,AP
MDN,KIMS,Jefferson Proving Grd,38.733334,-85.38333,442,http://www.madisonmunicipalairport.com/,America/Indiana/Indianapolis,MDN,US,Madison,Indiana,Jefferson County,AP
MDO,PAMD,Intermediate,59.453056,-146.3,26,,America/Anchorage,MDO,US,,,,AP
MDP,WAKD,Mindiptana,-5.833333,140.83333,216,,Asia/Jayapura,MDP,ID,,,,AP
MDQ,SAZM,Mar Del Plata Airport,-37.934723,-57.572224,59,,America/Argentina/Buenos_Aires,MDQ,AR,,,,AP
MDR,,Medfra,63.1068643,-154.7166666,518,,America/Anchorage,MDR,US,,,,AP
MDS,MBMC,Middle Caicos,21.783333,-71.71667,13,,America/Grand_Turk,MDS,TC,,,,AP
MDT,KMDT,Harrisburg International Airport,40.193209800000005,-76.75294587287746,275,http://www.flyhia.com/,America/New_York,HAR,US,Middletown,Pennsylvania,Dauphin County,AP
MDU,AYMN,Mendi Airport,-6.158611,143.65,6200,,Pacific/Port_Moresby,MDU,PG,,,,AP
MDV,,Medouneu,0.95,10.783333,2165,,Africa/Libreville,MDV,GA,,,,AP
MDW,KMDW,Chicago Midway International Airport,41.78544375,-87.7508277936727,603,https://www.flychicago.com/midway/home/pages/default.aspx,America/Chicago,CHI,US,Stickney,Illinois,Cook County,AP
MDX,SATM,Mercedes,-29.167221,-58.075558,252,,America/Argentina/Cordoba,MDX,AR,Mercedes,Corrientes,,AP
MDY,PMDY,Sand Island Field,28.2,-177.38333,49,,Pacific/Midway,MDY,UM,,,,AP
MDZ,SAME,El Plumerillo International Airport,-32.8315886,-68.79757765477916,2283,,America/Argentina/Mendoza,MDZ,AR,Las Heras,Mendoza,,AP
MEA,SBME,Macae,-22.343171050000002,-41.76577364545359,19,,America/Sao_Paulo,MEA,BR,Macae,Rio de Janeiro,Macae,AP
MEB,YMEN,Essendon Airport,-37.72660985,144.90131752171806,232,http://www.essendonairport.com.au/,Australia/Melbourne,MEL,AU,Niddrie,Victoria,Moonee Valley,AP
MEC,SEMT,Manta Airport,-0.94690845,-80.67949990971246,26,,America/Guayaquil,MEC,EC,Manta,Manabi,,AP
MED,OEMA,Prince Mohammad Bin Abdulaziz International Airport,24.544369,39.698967,2060,http://www.tibahairports.com/en-EN/Pages/Main.aspx,Asia/Riyadh,MED,SA,Medina,Al Madinah al Munawwarah,,AP
MEE,NWWR,Mare Airport,-21.482311,168.03609,121,,Pacific/Noumea,MEE,NC,,,,AP
MEF,,Melfi,11.0611795,17.9398765,1259,,Africa/Ndjamena,MEF,TD,Melfi,Guera,,AP
MEG,FNMA,Malange,-9.52508625,16.315173699797686,3832,,Africa/Luanda,MEG,AO,Malanje,Malanje,Malanje Municipality,AP
MEH,ENMH,Mehamn Airport,71.0298909,27.8245343,0,https://avinor.no/en/airport/mehamn-airport/,Europe/Oslo,MEH,NO,Mehamn,Finnmark Fylke,Gamvik,AP
MEI,KMEI,Key Field,32.32774155,-88.7525782827135,278,,America/Chicago,MEI,US,Meridian,Mississippi,Lauderdale County,AP
MEJ,KGKJ,Meadville,41.62622935,-80.21177131124765,1377,"http://www.crawfordcountypa.net/portal/page?_dad=portal&_pageid=393,916281&_schema=PORTAL",America/New_York,MEJ,US,Meadville,Pennsylvania,Crawford County,AP
